Restaurant_Name,Web_Link,Locality,Ratings_out_of_5,Cuisines,Charges_for_two
Pizza Hut,https://www.zomato.com/pune/pizza-hut-2-viman-nagar,Viman Nagar,2.9,"Pizza, Italian, Fast Food",600
CAFE PETER,https://www.zomato.com/pune/cafe-peter-shivaji-nagar,Shivaji Nagar,4,"Cafe, Desserts, Fast Food",900
Karolbaug The Dhaba,https://www.zomato.com/pune/karolbaug-the-dhaba-hinjawadi,Hinjawadi,3.9,"North Indian, Mughlai, Chinese",900
The Kinara Village Dhaba,https://www.zomato.com/pune/the-kinara-village-dhaba-lonavala,Lonavala,3.9,"North Indian, Fast Food, Chinese, Mughlai, Beverages",1200
1000 Oaks,https://www.zomato.com/pune/1000-oaks-east-street,East Street,4.1,"North Indian, Mughlai, Salad",2200
Botanica The Green House Bar,https://www.zomato.com/pune/botanica-the-green-house-bar-bund-garden,Bund Garden Road,4.1,"Asian, North Indian, Finger Food, Italian",1400
Savya Rasa,https://www.zomato.com/pune/savya-rasa-koregaon-park,Koregaon Park,4.6,"South Indian, Mangalorean, Kerala, Chettinad",2100
Shriniwas Veg,https://www.zomato.com/pune/shriniwas-veg-viman-nagar,Viman Nagar,4,"North Indian, South Indian, Fast Food, Chinese",1000
The Burger Barn Cafe,https://www.zomato.com/pune/the-burger-barn-cafe-shivaji-nagar,Shivaji Nagar,3.9,"Burger, Fast Food",800
Shahi Bhoj Thali Restaurant,https://www.zomato.com/pune/shahi-bhoj-thali-restaurant-shivaji-nagar,Shivaji Nagar,4.5,"North Indian, Maharashtrian, Rajasthani",500
Shahi Bhoj Thali Restaurant,https://www.zomato.com/pune/shahi-bhoj-thali-restaurant-shivaji-nagar,Shivaji Nagar,4.5,"North Indian, Maharashtrian, Rajasthani",500
Pub Le City,https://www.zomato.com/pune/pub-le-city-hadapsar,Hadapsar,4.5,"Italian, North Indian, Chinese",1800
The Tasty Tiffin,https://www.zomato.com/pune/the-tasty-tiffin-baner,Baner,4,"North Indian, Chinese, Biryani",400
Copa Cabana,https://www.zomato.com/pune/copa-cabana-pimple-nilakh,Pimple Nilakh,4.1,"Chinese, Continental, Salad, Mexican, Italian, North Indian, Desserts",1600
द Vege टेबल,https://www.zomato.com/pune/vege-fc-road,FC Road,4.1,"North Indian, Continental, Italian",1000
Pink Turbann,https://www.zomato.com/pune/pink-turbann-aundh,Aundh,4.1,"North Indian, Fast Food",350
Falahaar,https://www.zomato.com/pune/falahaar-baner,Baner,4.3,"Fast Food, Street Food, Beverages, Juices",600
Parsi Dhaba,https://www.zomato.com/pune/parsi-dhaba-lonavala,Lonavala,4.5,"Parsi, North Indian",1600
Vernekar's Goan Fish Curry,https://www.zomato.com/pune/vernekars-goan-fish-curry-karve-nagar,Karve Nagar,4.2,Goan,400
Lager Street - Lounge and Bar,https://www.zomato.com/pune/lager-street-lounge-and-bar-balewadi,Balewadi,4,"Bar Food, Continental, Italian, North Indian",1500
Mineority By Saby,https://www.zomato.com/pune/mineority-by-saby-kalyani-nagar,Kalyani Nagar,4.2,"North Indian, North Eastern, Continental, Asian",1000
George Restaurant,https://www.zomato.com/pune/george-restaurant-east-street,East Street,4,"North Indian, Chinese, Biryani",800
Citrus Cafe - Lemon Tree Hotel,https://www.zomato.com/pune/citrus-cafe-lemon-tree-hotel-hinjawadi,Hinjawadi,4.2,"North Indian, South Indian, Italian, Asian, Continental",1600
Over The Top - Radisson Blu,https://www.zomato.com/pune/over-the-top-radisson-blu-hinjawadi,Hinjawadi,4.5,"Continental, North Indian, Asian, Bar Food",1600
Chini Chor,https://www.zomato.com/pune/chini-chor-kharadi,Kharadi,3.8,"Mithai, Street Food, South Indian",250
Fish On Dish,https://www.zomato.com/pune/fish-on-dish-1-wakad,Wakad,3.7,Mangalorean,500
Flute,https://www.zomato.com/pune/flute-wakad,Wakad,4,"Chinese, Continental, North Indian",700
Raaga Imperio,https://www.zomato.com/pune/raaga-imperio-dange-chowk,Dange Chowk,4.2,"North Indian, Chinese, Continental, Seafood, Desserts",1700
Hoppipola,https://www.zomato.com/pune/hoppipola-kalyani-nagar,Kalyani Nagar,4.5,"Finger Food, Italian, Chinese, Modern Indian",1600
Chianti,https://www.zomato.com/pune/chianti-viman-nagar,Viman Nagar,4.7,"Italian, Pizza",1400
Ram Krishna,https://www.zomato.com/pune/ram-krishna-camp-area,Camp Area,4.3,"Chinese, South Indian, Fast Food, North Indian",900
Shisha Jazz Cafe,https://www.zomato.com/pune/shisha-jazz-cafe-mundhwa,Mundhwa,4.1,"Iranian, North Indian, Continental",2000
UFO Fries & Corn,https://www.zomato.com/pune/ufo-fries-corn-wakad,Wakad,4.2,Fast Food,700
Garden Vada Pav Centre,https://www.zomato.com/pune/garden-vada-pav-centre-camp-area,Camp Area,4.3,Street Food,100
Masaledar Biryani House,https://www.zomato.com/pune/masaledar-biryani-house-sadashiv-peth,Sadashiv Peth,3.7,"Biryani, Maharashtrian",200
Zinq- The Club Lounge,https://www.zomato.com/pune/zinq-the-club-lounge-magarpatta,Magarpatta,0,"European, North Indian, Chinese, Bar Food",1700
The Chocolate Room,https://www.zomato.com/pune/the-chocolate-room-1-viman-nagar,Viman Nagar,3.9,"Cafe, Bakery, Fast Food",700
YOLO Gastro Lounge,https://www.zomato.com/pune/yolo-gastro-lounge-pimple-saudagar,Pimple Saudagar,3.8,"North Indian, Continental, Pizza, Finger Food, Bar Food, European",1600
Upsouth,https://www.zomato.com/pune/upsouth-1-aundh,Aundh,4.4,South Indian,400
Mealstory,https://www.zomato.com/pune/mealstory-hinjawadi,Hinjawadi,4,North Indian,
Latitude - Blue Diamond,https://www.zomato.com/pune/latitude-blue-diamond-koregaon-park,Koregaon Park,4.2,"North Indian, Mediterranean, Italian, European, South Indian, Salad",2000
Hotel Sangrilla,https://www.zomato.com/pune/hotel-sangrilla-ravet,Ravet,4.4,"North Indian, Chinese, Seafood",550
Zeta - Hyatt Regency Pune,https://www.zomato.com/pune/zeta-hyatt-regency-pune-viman-nagar,Viman Nagar,4.9,"European, Continental, Healthy Food, Italian, Salad, Beverages",2000
Cold Stone Creamery,https://www.zomato.com/pune/cold-stone-creamery-viman-nagar,Viman Nagar,4.2,"Bakery, Desserts",400
The Fish Thali,https://www.zomato.com/pune/the-fish-thali-shivaji-nagar,Shivaji Nagar,4.2,"Maharashtrian, Seafood",350
TiffinGeek,https://www.zomato.com/pune/tiffingeek-wakad,Wakad,3.8,"North Indian, Healthy Food",
Cream Craver,https://www.zomato.com/pune/cream-craver-camp-area,Camp Area,4.2,"North Indian, Chinese, Beverages",650
Natural Ice Cream,https://www.zomato.com/pune/natural-ice-cream-kothrud,Kothrud,4.4,"Ice Cream, Desserts",150
D Palace,https://www.zomato.com/pune/d-palace-bavdhan,Bavdhan,4,"North Indian, Chinese, Seafood, Mughlai",1200
New Sarovar,https://www.zomato.com/pune/new-sarovar-bhugaon,Bhugaon,3.7,"North Indian, Chinese",800
Maratha Samrat,https://www.zomato.com/pune/maratha-samrat-baner,Baner,4.2,Maharashtrian,1100
Drinx Exchange,https://www.zomato.com/pune/drinx-exchange-kharadi,Kharadi,3.9,"Italian, Mexican, Chinese, North Indian, Desserts",1300
Indian Curry,https://www.zomato.com/pune/indian-curry-katraj,Katraj,4.2,"Chinese, North Indian, Biryani",
Pune Bowl Company,https://www.zomato.com/pune/pune-bowl-company-pimple-nilakh,Pimple Nilakh,3.8,"North Indian, Chinese",350
Cake N Cafe,https://www.zomato.com/pune/cake-n-cafe-hadapsar,Hadapsar,3.5,"Bakery, North Indian",200
Shakahari - JW Marriott Pune,https://www.zomato.com/pune/shakahari-jw-marriott-pune-senapati-bapat-road,Senapati Bapat Road,4.2,"Rajasthani, Gujarati, North Indian",2500
7th Heaven Cake Shop,https://www.zomato.com/pune/7th-heaven-cake-shop-1-kothrud,Kothrud,4.3,"Bakery, Desserts",600
Swig,https://www.zomato.com/pune/swig-1-baner,Baner,4,"Finger Food, Continental, Italian",1700
Paprikaa,https://www.zomato.com/pune/paprikaa-karve-nagar,Karve Nagar,3.9,"North Indian, Chinese",800
Cafe Farmaish,https://www.zomato.com/pune/cafe-farmaish-nibm-road,NIBM Road,0,"Fast Food, North Indian",350
Pergola Kitchen And Bar,https://www.zomato.com/pune/pergola-kitchen-and-bar-kalyani-nagar,Kalyani Nagar,4,"Continental, North Indian, Cafe",1200
The Bar Stock Exchange,https://www.zomato.com/pune/the-bar-stock-exchange-koregaon-park,Koregaon Park,3.8,"Continental, Chinese, North Indian, Italian",1900
Levit 8,https://www.zomato.com/pune/levit-8-aundh,Aundh,4.1,"North Indian, Continental",1500
Arbour Kitchen | Drinks,https://www.zomato.com/pune/arbour-kitchen-drinks-kalyani-nagar,Kalyani Nagar,4.2,"European, Continental, Italian, Tea, Coffee",1400
Garden Of Edesia,https://www.zomato.com/pune/garden-of-edesia-dhole-patil-road,Dhole Patil Road,4.2,"North Indian, Continental, Italian",1400
Shizusan,https://www.zomato.com/pune/shizusan-viman-nagar,Viman Nagar,4.5,"Japanese, Sushi, Vietnamese, Thai, Korean, Chinese, Asian",1600
Mojo Pizza- 2X Toppings,https://www.zomato.com/pune/mojo-pizza-2x-toppings-1-hinjawadi,Hinjawadi,4.7,"Pizza, Italian, Desserts, Beverages",
Prem's,https://www.zomato.com/pune/prems-koregaon-park,Koregaon Park,4.2,"North Indian, Chinese, Continental, Salad",1300
Ya Basa-The Dhaba,https://www.zomato.com/pune/ya-basa-the-dhaba-baner,Baner,3.9,"Seafood, North Indian, Maharashtrian, Chinese, Kebab, Biryani",700
Prem's,https://www.zomato.com/pune/prems-koregaon-park,Koregaon Park,4.2,"North Indian, Chinese, Continental, Salad",1300
The House Of Medici - The Westin,https://www.zomato.com/pune/the-house-of-medici-the-westin-mundhwa,Mundhwa,3.9,"Asian, Continental",3000
Lollapalooza,https://www.zomato.com/pune/lollapalooza-pimple-saudagar,Pimple Saudagar,4.1,"North Indian, Continental",1500
Between Breads,https://www.zomato.com/pune/between-breads-koregaon-park,Koregaon Park,4.4,"Fast Food, Continental",500
Lassi Wassi,https://www.zomato.com/pune/lassi-wassi-kothrud,Kothrud,4.2,"Cafe, Fast Food",150
Trikaya,https://www.zomato.com/pune/trikaya-bavdhan,Bavdhan,3.9,"Chinese, Thai, Malaysian, Indonesian, Asian, North Indian",2000
Brgrmeister,https://www.zomato.com/pune/brgrmeister-kharadi,Kharadi,4,"Burger, American, BBQ, North Indian",900
Mamagoto,https://www.zomato.com/pune/mamagoto-senapati-bapat-road,Senapati Bapat Road,4.4,"Thai, Chinese, Japanese, Momos, Salad, Vietnamese, Malaysian",2000
Tim Luck Luck,https://www.zomato.com/pune/tim-luck-luck-east-street,East Street,4.3,"North Indian, Chinese, Seafood",1000
Maskawala & Co.,https://www.zomato.com/pune/maskawala-co-kothrud,Kothrud,0,"Parsi, Fast Food, Biryani",250
Ovenstory Pizza,https://www.zomato.com/pune/ovenstory-pizza-baner,SB Road - Aundh,4,"Fast Food, Italian, Pizza",
Momo's Corrner,https://www.zomato.com/pune/momos-corrner-koregaon-park,Koregaon Park,4.5,"Momos, Tibetan, Beverages",200
Evviva Sky Lounge - Crowne Plaza Pune City Centre,https://www.zomato.com/pune/evviva-sky-lounge-crowne-plaza-pune-city-centre-bund-garden,Bund Garden Road,4.1,"Bar Food, Kebab, Mexican",2500
Wadeshwar,https://www.zomato.com/pune/wadeshwar-fc-road,FC Road,4,"South Indian, Fast Food, Street Food",600
MoMo Cafe - Courtyard By Marriott Pune Hinjawadi,https://www.zomato.com/pune/momo-cafe-courtyard-by-marriott-pune-hinjawadi-hinjawadi,Hinjawadi,4.3,"Asian, North Indian, Continental, European, Salad",2500
Asia Kitchen By Mainland China,https://www.zomato.com/pune/asia-kitchen-by-mainland-china-dhole-patil-road,Dhole Patil Road,4.6,"Asian, Chinese",1200
Mulukh,https://www.zomato.com/pune/mulukh-jm-road,JM Road,4.1,Maharashtrian,700
Joshi Upahar Gruh,https://www.zomato.com/pune/joshi-upahar-gruh-erandwane,Erandwane,4.2,"Fast Food, South Indian, Street Food",250
WYNKK,https://www.zomato.com/pune/wynkk-baner,Baner,4.4,"North Indian, Asian, Mughlai, Bar Food",1400
Best Belgian Waffle,https://www.zomato.com/pune/best-belgian-waffle-1-kothrud,Kothrud,3.8,"Desserts, Beverages",300
Chaitanya Paranthas,https://www.zomato.com/pune/chaitanya-paranthas-viman-nagar,Viman Nagar,3.7,"North Indian, Chinese",500
Oblique Kitchen,https://www.zomato.com/pune/oblique-kitchen-kothrud,Kothrud,4.2,"Fast Food, Modern Indian, North Indian, Desserts",1400
Marrakesh,https://www.zomato.com/pune/marrakesh-kalyani-nagar,Kalyani Nagar,3.8,"North Indian, Lebanese, Mediterranean, Mughlai",800
Yolkshire,https://www.zomato.com/pune/yolkshire-kothrud,Kothrud,4.2,"Italian, Salad, Fast Food, Beverages",700
"Incognito - Restaurant, Bar & Cafe",https://www.zomato.com/pune/incognito-restaurant-bar-cafe-baner,Baner,4.3,"European, Italian, North Indian, Asian, Salad, Desserts",1500
The 1st Brewhouse - The Corinthians,https://www.zomato.com/pune/the-1st-brewhouse-the-corinthians-nibm-road,NIBM Road,4.2,"Finger Food, North Indian",2000
Kinki,https://www.zomato.com/pune/kinki-mundhwa,Mundhwa,4,"Asian, Sushi",1700
Jashn E Punjab,https://www.zomato.com/pune/jashn-e-punjab-baner,Baner,4.1,"North Indian, Fast Food",
Taaareef,https://www.zomato.com/pune/taaareef-bavdhan,Bavdhan,4,"North Indian, Mughlai, Biryani",1200
Supreme Corner,https://www.zomato.com/pune/supreme-corner-jm-road,JM Road,4,"Street Food, Fast Food",300
Hungraze,https://www.zomato.com/pune/hungraze-bavdhan,Bavdhan,0,"North Indian, Fast Food, Asian",
King Burger House,https://www.zomato.com/pune/king-burger-house-kharadi,Kharadi,0,"Burger, Fast Food",
Biryani by KG,https://www.zomato.com/pune/biryani-by-kg-hinjawadi,Pimpri Chinchwad Area,3.6,Biryani,
Malgudi Station,https://www.zomato.com/pune/malgudi-station-baner,Baner,4.1,"South Indian, North Indian, Chinese, Biryani, Sandwich, Desserts, Beverages",800
Royal Kitchen,https://www.zomato.com/pune/royal-kitchen-wadgaon-sheri,Wadgaon Sheri,0,North Indian,
Tea Villa Cafe,https://www.zomato.com/pune/tea-villa-cafe-fc-road,FC Road,3.9,"Cafe, Continental, Mediterranean, Desserts",1200
Mazdana Restaurant & Bar,https://www.zomato.com/pune/mazdana-restaurant-bar-camp-area,Camp Area,3.7,"Continental, North Indian, Bar Food, Chinese",1100
Midnight Kakery,https://www.zomato.com/pune/midnight-kakery-kothrud,Kothrud,4.3,"Bakery, Desserts",300
The Momo Panda,https://www.zomato.com/pune/the-momo-panda-kothrud,Kothrud,4.3,Momos,250
Kanha Veg,https://www.zomato.com/pune/kanha-veg-1-kondhwa,Kondhwa,4,"North Indian, South Indian, Chinese, Street Food, Fast Food, Desserts, Beverages",550
Lotus Court Family Resto Bar,https://www.zomato.com/pune/lotus-court-family-resto-bar-pimpri,Pimpri,4,"Continental, Chinese, North Indian",800
Shabree Restaurant,https://www.zomato.com/pune/shabree-restaurant-fc-road,FC Road,4.2,"Maharashtrian, South Indian",800
Urban Tadka,https://www.zomato.com/pune/urban-tadka-shivaji-nagar,Shivaji Nagar,4.2,"North Indian, Mughlai, Seafood",1100
Henny's Gourmet,https://www.zomato.com/hennys-gourmet-food-truck,Wanowrie Kondhwa Area,4.8,Desserts,300
Bay Leaf Bistro,https://www.zomato.com/pune/bay-leaf-bistro-chinchwad,Chinchwad,4.1,"North Indian, Chinese, Mexican, Italian",800
Raasta Cafe,https://www.zomato.com/pune/raasta-cafe-baner,Baner,4,"Continental, Italian, Asian, North Indian",1400
Levit 8,https://www.zomato.com/pune/levit-8-nibm-road,NIBM Road,4.3,"Continental, Asian, North Indian",1500
Apna Punjab,https://www.zomato.com/pune/apna-punjab-magarpatta,Magarpatta,3.9,"North Indian, Chinese",500
Chopsticks Spice Malabar,https://www.zomato.com/pune/chopsticks-spice-malabar-viman-nagar,Viman Nagar,4,"Chinese, North Indian, Kerala, Mughlai",600
The Egg Break,https://www.zomato.com/pune/the-egg-break-chandan-nagar,Chandan Nagar,4.2,Fast Food,
Fresh Bake,https://www.zomato.com/pune/fresh-bake-hinjawadi,Hinjawadi,3.9,"Bakery, Chinese",
PNF Restaurant & Bar,https://www.zomato.com/pune/pnf-restaurant-bar-lonavala,Lonavala,4.4,"North Indian, Asian, Finger Food",1900
Spoonbell,https://www.zomato.com/pune/spoonbell-kothrud,Kothrud,3.9,"North Indian, Chinese, Biryani",400
Largo Pizzeria,https://www.zomato.com/pune/largo-pizzeria-viman-nagar,Viman Nagar,4.1,"Pizza, Fast Food, Beverages",600
The Cloud Kitchen,https://www.zomato.com/pune/the-cloud-kitchen-1-baner,Baner,0,"Biryani, Chinese, Fast Food",
RocoMamas,https://www.zomato.com/pune/rocomamas-kharadi,Kharadi,4.4,"American, Burger",1200
Rolleat,https://www.zomato.com/pune/rolleat-kharadi,Kharadi,4.1,Rolls,
Vishnuji Ki Rasoi,https://www.zomato.com/pune/vishnuji-ki-rasoi-erandwane,Erandwane,3.8,"Maharashtrian, North Indian",500
Brunch Biryani,https://www.zomato.com/pune/brunch-biryani-hadapsar,Hadapsar,0,Biryani,
Chinese Factory,https://www.zomato.com/pune/chinese-factory-wakad,Wakad,4,Chinese,
Shree Sai Pure Veg,https://www.zomato.com/pune/shree-sai-pure-veg-ravet,Ravet,3.5,"Rajasthani, North Indian",300
Area 51,https://www.zomato.com/pune/area-51-baner,Baner,3.8,Finger Food,1800
Alto Vino - JW Marriott Pune,https://www.zomato.com/pune/alto-vino-jw-marriott-pune-senapati-bapat-road,Senapati Bapat Road,4.4,"Italian, Salad",3000
Chang's,https://www.zomato.com/pune/changs-viman-nagar,Viman Nagar,4.1,Chinese,1000
KFC,https://www.zomato.com/pune/kfc-hinjawadi,Hinjawadi,3.9,"Burger, Fast Food",450
Taaareef,https://www.zomato.com/pune/taaareef-aundh,Aundh,4.2,"Biryani, North Indian, Mughlai, Lucknowi",1200
Smaaash,https://www.zomato.com/pune/smaaash-viman-nagar,Viman Nagar,4.1,"Chinese, Italian",1800
Chafa Cafe and Studio,https://www.zomato.com/pune/chafa-cafe-and-studio-koregaon-park,Koregaon Park,4.4,"Cafe, Salad, Healthy Food, Sandwich, Italian, Beverages, Desserts",1000
Jyoti Pure Veg,https://www.zomato.com/pune/jyoti-pure-veg-kondhwa,Kondhwa,3.9,"North Indian, South Indian, Fast Food",550
Te Amo,https://www.zomato.com/pune/te-amo-chandan-nagar,Chandan Nagar,4,"South Indian, Street Food, Chinese, Fast Food, North Indian, Beverages",850
The Ganache,https://www.zomato.com/pune/the-ganache-kothrud,Kothrud,4.4,"Cafe, Desserts",300
Shrinidhi's Hyderabadi Spice,https://www.zomato.com/pune/shrinidhis-hyderabadi-spice-aundh,Aundh,3.7,"Biryani, North Indian, Mughlai",800
Kasturi Mastani House,https://www.zomato.com/pune/kasturi-mastani-house-1-kothrud,Kothrud,0,"Fast Food, South Indian, Street Food, Ice Cream, North Indian",500
Qabil-E-Tareef,https://www.zomato.com/pune/qabil-e-tareef-pimple-saudagar,Pimple Saudagar,4.1,"Biryani, North Indian, Seafood, Mughlai",1200
The Fort Bar & Kitchen,https://www.zomato.com/pune/the-fort-bar-kitchen-hadapsar,Hadapsar,0,"North Indian, Chinese, Continental, Bar Food",1400
Kurtosshhh,https://www.zomato.com/pune/kurtosshhh-bavdhan,Bavdhan,4.3,"European, Italian, Mexican",500
Aamhi Pohekar,https://www.zomato.com/pune/aamhi-pohekar-sadashiv-peth,Sadashiv Peth,3.8,Street Food,100
World Of Cheese Pizza,https://www.zomato.com/pune/world-of-cheese-pizza-dange-chowk,Dange Chowk,3.7,"Pizza, Fast Food, Italian",400
Madinah Restaurant,https://www.zomato.com/pune/madinah-restaurant-camp-area,Camp Area,3.9,"North Indian, Chinese, Mughlai",400
Sandwich Express,https://www.zomato.com/pune/sandwich-express-koregaon-park,Koregaon Park,4.2,"Sandwich, Fast Food",250
Swiss Bakes,https://www.zomato.com/pune/swiss-bakes-magarpatta,Magarpatta,3.7,"Bakery, Desserts, Fast Food, Beverages",350
Bird Valley,https://www.zomato.com/pune/bird-valley-wakad,Wakad,3.8,"North Indian, Chinese, Continental, Mughlai, Beverages",900
Late Lateef,https://www.zomato.com/pune/late-lateef-aundh,Aundh,4,"Mughlai, North Indian, Kebab, Biryani",
Piccadilly Cafe,https://www.zomato.com/pune/piccadilly-cafe-baner,Baner,4.1,"Cafe, Fast Food, Continental",850
Sheetal Restaurant,https://www.zomato.com/pune/sheetal-restaurant-kothrud,Kothrud,3.9,"Chinese, Mughlai, North Indian",900
Playboy Beer Garden,https://www.zomato.com/pune/playboy-beer-garden-baner,Baner,3.9,"American, Chinese, North Indian",1800
Athens - The Rooftop Lounge,https://www.zomato.com/pune/athens-the-rooftop-lounge-kalyani-nagar,Kalyani Nagar,0,"North Indian, Continental, Mediterranean",1300
