,Locality,Sponsored,Number of votes,Ratings_out_of_5,Charges_for_two,Cuisines,Wine and Beer,Vegetarian Only,Vegan Options,Sugar Free Options,Buffet
6467,Fatima Nagar,Quick Bites,46,2.9,500,"North Indian, Fast Food",0,0,0,0,0
6468,Magarpatta,Quick Bites,14,3.2,100,Street Food,0,1,0,0,0
6469,Chinchwad,Kiosk,21,3.5,200,Fast Food,0,1,0,0,0
6470,KP and Kalyani,Delivery,181,3.5,0,"Burger, Fast Food",0,0,0,0,0
6471,Karve Nagar,Quick Bites,0,0.0,150,"Street Food, Fast Food",0,1,0,0,0
6472,Kothrud,Quick Bites,22,3.0,450,"Biryani, North Indian, Chinese, Mughlai",0,0,0,0,0
6473,Kothrud,Quick Bites,22,3.0,450,"Biryani, North Indian, Chinese, Mughlai",0,0,0,0,0
6474,Akurdi,Quick Bites,6,3.1,250,Maharashtrian,0,1,0,0,0
6475,Viman Nagar,Quick Bites,32,3.4,400,North Indian,0,0,0,0,0
6476,Aundh,Quick Bites,10,2.8,650,North Indian,0,0,0,0,0
6477,Aundh,Quick Bites,63,2.3,400,Chinese,0,0,0,0,0
6478,Akurdi,Dessert Parlor,26,3.5,200,Ice Cream,0,1,0,0,0
6479,Deccan Gymkhana,Casual Dining,6,3.2,600,"North Indian, Chinese",0,0,0,0,0
6480,Kothrud,Bakery,4,3.1,300,"Bakery, Desserts",0,0,0,0,0
6481,Viman Nagar,Quick Bites,38,2.8,400,"Biryani, Mughlai",0,0,0,0,0
6482,Hadapsar,Quick Bites,0,0.0,400,"North Indian, Chinese, Malwani",0,1,0,0,0
6483,Kothrud,Quick Bites,278,3.9,450,"North Indian, Fast Food",0,0,0,0,0
6484,Narhe,Casual Dining,21,3.3,500,"Chinese, North Indian, Seafood",0,0,0,0,0
6485,Budhwar Peth,Quick Bites,21,2.7,250,"Fast Food, Sandwich",0,1,0,0,0
6486,Pimpri,Quick Bites,6,3.1,350,"Fast Food, South Indian, North Indian",0,0,0,0,0
6487,Katraj,Casual Dining,23,3.5,400,"South Indian, Chinese, North Indian",0,1,0,0,0
6488,Kothrud,"Takeaway, Delivery",17,3.4,0,"Biryani, Mughlai",0,0,0,0,0
6489,Bavdhan,"Bar, Casual Dining",15,2.7,1300,"North Indian, Chinese",0,0,0,0,0
6490,Lonavala,Dessert Parlor,11,3.4,500,Desserts,0,0,0,0,0
6491,Chakan,Casual Dining,16,3.4,350,"North Indian, South Indian, Chinese",0,1,0,0,0
6492,Sinhgad Road,Casual Dining,4,3.0,600,"Chinese, North Indian",0,0,0,0,0
6493,Koregaon Park,Quick Bites,101,3.9,300,Fast Food,0,0,0,0,0
6494,Karve Nagar,Café,6,2.9,350,"Cafe, Desserts",0,0,0,0,0
6495,Lonavala,Casual Dining,12,2.7,750,"North Indian, Malwani, Chinese",0,0,0,0,0
6496,Wagholi,Quick Bites,144,3.7,250,"Burger, Fast Food",0,0,0,0,0
6497,Kothrud,"Casual Dining, Bar",20,3.3,1000,"North Indian, Chinese, Maharashtrian",0,0,0,0,0
6498,Chakan,Casual Dining,23,3.3,600,"Chinese, North Indian",0,0,0,0,0
6499,Baner,Casual Dining,136,3.7,700,"North Indian, Seafood, Biryani, Kebab",0,0,0,0,0
6500,NIBM Road,"Takeaway, Delivery",28,2.8,0,"Bengali, Bihari",0,0,0,0,0
6501,Bund Garden Road,Quick Bites,25,3.6,150,Street Food,0,0,0,0,0
6502,Yerawada,Quick Bites,0,0.0,300,"North Indian, Chinese, South Indian",0,0,0,0,0
6503,Pimple Saudagar,"Takeaway, Delivery",10,3.0,0,Maharashtrian,0,0,0,0,0
6504,Senapati Bapat Road,Quick Bites,33,3.4,400,"North Indian, Fast Food",0,0,0,0,0
6505,Ravet,Café,7,3.0,300,"Cafe, Fast Food",0,1,0,0,0
6506,Akurdi,Quick Bites,0,0.0,250,Maharashtrian,0,1,0,0,0
6507,Ravet,Casual Dining,56,2.9,700,"Chinese, Seafood, North Indian, Fast Food",0,0,0,0,0
6508,Wakad,Takeaway,0,0.0,0,Bakery,0,1,0,0,0
6509,Mundhwa,Casual Dining,15,3.2,800,"North Indian, Chinese",0,0,0,0,0
6510,Wanowrie Kondhwa Area,Food Truck,37,3.5,400,"Burger, Fast Food",0,0,0,0,0
6511,Erandwane,"Dessert Parlor, Paan Shop",54,3.9,300,"Ice Cream, Paan, Desserts",0,0,0,0,0
6512,Kothrud,Café,38,3.6,300,"Cafe, Fast Food, Street Food, Beverages",0,0,0,0,0
6513,Pimpri,Quick Bites,12,3.2,100,Street Food,0,1,0,0,0
6514,Hinjawadi,"Takeaway, Delivery",9,2.9,0,"North Indian, Chinese",0,0,0,0,0
6515,Sinhgad Road,Quick Bites,0,0.0,300,Chinese,0,0,0,0,0
6516,Wakad,Quick Bites,15,3.2,600,"Chinese, North Indian",0,1,0,0,0
6517,Akurdi,Café,51,2.4,300,Cafe,0,0,0,0,0
6518,Sinhgad Road,Casual Dining,192,2.2,600,"Chinese, North Indian, Street Food",0,0,0,0,0
6519,Hinjawadi,Quick Bites,19,3.3,400,"North Indian, Chinese",0,0,0,0,0
6520,Nigdi,Casual Dining,10,3.2,500,"North Indian, Chinese, Kebab",0,0,0,0,0
6521,Hadapsar,Casual Dining,0,0.0,500,"Chinese, North Indian",0,0,0,0,0
6522,Bhosari,Casual Dining,45,3.6,750,"North Indian, Fast Food",0,0,0,0,0
6523,Pimpri,Casual Dining,67,3.4,550,"Chinese, North Indian",0,0,0,0,0
6524,Kalyani Nagar,"Dessert Parlor, Bakery",21,3.5,400,"Bakery, Fast Food",0,0,0,0,0
6525,B.T. Kawade Road,Dessert Parlor,35,3.7,500,Desserts,0,0,0,0,0
6526,Bund Garden Road,Casual Dining,5,3.1,750,"North Indian, Chinese",0,0,0,0,0
6527,Old Mumbai-Pune Highway,Casual Dining,9,2.8,850,"North Indian, Maharashtrian, Chinese",0,0,0,0,0
6528,Old Mumbai-Pune Highway,Dhaba,5,2.9,400,"North Indian, Chinese",0,0,0,0,0
6529,Hadapsar,Casual Dining,6,3.1,450,"South Indian, North Indian, Maharashtrian, Chinese",0,1,0,0,0
6530,Old Mumbai-Pune Highway,Casual Dining,4,2.9,500,"North Indian, Chinese",0,1,0,0,0
6531,Hadapsar,Food Court,26,2.7,200,Street Food,0,1,0,0,0
6532,Lohegaon,Casual Dining,23,3.1,600,"North Indian, Chinese",0,0,0,0,0
6533,Chinchwad,Quick Bites,0,0.0,300,North Indian,0,0,0,0,0
6534,Pimple Gurav,Quick Bites,30,3.5,300,"Pizza, Fast Food",0,0,0,0,0
6535,Dehu Road,Quick Bites,53,3.7,200,"Street Food, Chinese",0,1,0,0,0
6536,Sus,Casual Dining,11,3.1,1000,"North Indian, Chinese, Mughlai",0,0,0,0,0
6537,Lohegaon,Casual Dining,14,2.7,750,"North Indian, Malwani, Kebab, Chinese",0,0,0,0,0
6538,Budhwar Peth,Quick Bites,0,0.0,300,"Chinese, North Indian",0,1,0,0,0
6539,Pimple Saudagar,Quick Bites,53,3.3,550,Biryani,0,0,0,0,0
6540,Rasta Peth,Quick Bites,0,0.0,250,Biryani,0,0,0,0,0
6541,Rasta Peth,Quick Bites,10,3.1,350,"Fast Food, North Indian, Street Food, Beverages",0,0,0,0,0
6542,Ravet,Quick Bites,6,2.9,200,North Indian,0,0,0,0,0
6543,Karve Nagar,Quick Bites,24,3.3,250,"Street Food, Fast Food",0,0,0,0,0
6544,Lonavala,Bar,9,3.3,1500,Finger Food,0,0,0,0,0
6545,Salunkhe Vihar Road,Dessert Parlor,203,4.1,300,Desserts,0,0,0,0,0
6546,Chinchwad,Casual Dining,0,0.0,300,North Indian,0,0,0,0,0
6547,Chinchwad,Casual Dining,16,3.1,550,Maharashtrian,0,0,0,0,0
6548,Karve Nagar,Café,26,3.5,300,Cafe,0,0,0,0,0
6549,Pimpri,Casual Dining,10,3.3,500,"Maharashtrian, Chinese, North Indian",0,0,0,0,0
6550,Sinhgad Road,Casual Dining,7,3.1,500,"North Indian, Maharashtrian, Chinese",0,0,0,0,0
6551,Tilak Road,Quick Bites,5,3.2,200,"Street Food, South Indian, Fast Food",0,1,0,0,0
6552,Chinchwad,Quick Bites,0,0.0,250,"Chinese, North Indian, Malwani, Kebab, Biryani",0,0,0,0,0
6553,Pimpri,Quick Bites,0,0.0,300,"Fast Food, Beverages",0,0,0,0,0
6554,Wakad,"Beverage Shop, Dessert Parlor",8,3.2,100,"Desserts, Ice Cream, Beverages",0,1,0,0,0
6555,Pune-Solapur Road,Casual Dining,13,3.2,700,"Maharashtrian, North Indian",0,0,0,0,0
6556,Karve Nagar,Quick Bites,33,3.3,450,"North Indian, Maharashtrian, Chinese",0,0,0,0,0
6557,Budhwar Peth,Quick Bites,36,3.5,450,"Street Food, Beverages",0,1,0,0,0
6558,Bhosari,Casual Dining,0,0.0,1000,"North Indian, Chinese, Mughlai",0,0,0,0,0
6559,Satara Road,Casual Dining,10,3.1,600,"Chinese, Maharashtrian",0,0,0,0,0
6560,Balewadi,Casual Dining,10,3.0,800,"North Indian, Chinese, Seafood",0,0,0,0,0
6561,Pimple Gurav,Casual Dining,14,3.0,800,"North Indian, Chinese, Mughlai",0,0,0,0,0
6562,Bhosari,Casual Dining,4,3.0,1000,"North Indian, Chinese, Seafood",0,0,0,0,0
6563,Bhosari,Casual Dining,4,3.0,1000,"North Indian, Chinese, Seafood",0,0,0,0,0
6564,Dhanori,Casual Dining,12,2.8,500,"North Indian, Chinese",0,0,0,0,0
6565,JM Road,Quick Bites,50,3.6,300,"Street Food, North Indian",0,0,0,0,0
6566,Wagholi,"Casual Dining, Bar",6,2.9,1000,"North Indian, Chinese, Seafood",0,0,0,0,0
6567,Shukrawar Peth,Quick Bites,19,3.5,400,"North Indian, Biryani",0,0,0,0,0
6568,Dhanori,Casual Dining,49,3.3,350,North Indian,0,0,0,0,0
6569,Vishrantwadi,Quick Bites,12,2.8,500,"North Indian, Chinese, Maharashtrian",0,0,0,0,0
6570,Dhanori,Casual Dining,10,2.9,550,"Maharashtrian, North Indian, Chinese",0,0,0,0,0
6571,Erandwane,Quick Bites,22,3.4,200,"South Indian, Chinese",0,1,0,0,0
6572,Hinjawadi,Casual Dining,338,3.7,750,"North Indian, Chinese, Street Food",0,1,0,0,0
6573,Chakan,Casual Dining,153,4.1,1700,"Continental, North Indian, Chinese, Italian, Salad, Momos",0,0,0,0,1
6574,Swargate,Quick Bites,0,0.0,450,"South Indian, North Indian, Chinese",0,1,0,0,0
6575,Kothrud,Quick Bites,132,3.6,350,"North Indian, Chinese",0,1,0,0,0
6576,Pimpri,Casual Dining,19,3.4,400,"North Indian, Chinese",0,0,0,0,0
6577,Mulshi Road,Casual Dining,0,0.0,800,"North Indian, Chinese",0,0,0,0,0
6578,Dehu Road,Casual Dining,32,3.3,500,"North Indian, Chinese, Seafood",0,0,0,0,0
6579,Pimple Nilakh,Casual Dining,37,3.3,500,Chinese,0,0,0,0,0
6580,Shivaji Nagar,Quick Bites,8,3.2,400,"North Indian, Chinese, Malwani, Mughlai",0,0,0,0,0
6581,Budhwar Peth,Casual Dining,5,3.0,650,"North Indian, Chinese, Maharashtrian",0,0,0,0,0
6582,Kothrud,Casual Dining,18,2.6,350,"North Indian, South Indian, Chinese",0,1,0,0,0
6583,Parvati,Quick Bites,58,3.6,400,"Maharashtrian, Biryani",0,0,0,0,0
6584,Khadakwasla,Casual Dining,23,3.3,600,"North Indian, Chinese",0,0,0,0,0
6585,Hinjawadi,"Casual Dining, Bar",24,2.4,1500,"North Indian, Chinese, Continental",0,0,0,0,0
6586,Pashan,Sweet Shop,48,3.5,200,"Mithai, Street Food",0,1,0,0,0
6587,Lavale,Quick Bites,66,3.7,300,"Fast Food, American",0,0,0,0,0
6588,Katraj,Quick Bites,4,2.9,300,"North Indian, Chinese, Fast Food",0,0,0,0,0
6589,Sinhgad Road,Casual Dining,12,3.3,650,"North Indian, Chinese, Seafood",0,0,0,0,0
6590,Akurdi,Casual Dining,24,3.4,500,"North Indian, Chinese",0,0,0,0,0
6591,Hadapsar,Quick Bites,0,0.0,350,Chinese,0,0,0,0,0
6592,Chinchwad,"Bakery, Dessert Parlor",40,3.7,600,"Bakery, Desserts",0,0,1,0,0
6593,Chinchwad,"Bakery, Dessert Parlor",40,3.7,600,"Bakery, Desserts",0,0,1,0,0
6594,Old Mumbai-Pune Highway,Casual Dining,12,2.8,700,"North Indian, Chinese, Fast Food",0,1,0,0,0
6595,Pimpri,Quick Bites,11,3.2,400,"North Indian, Chinese, Beverages",0,0,0,0,0
6596,Bhosari,Casual Dining,6,2.8,500,"North Indian, Chinese",0,0,0,0,0
6597,Bhosari,Casual Dining,0,0.0,500,"North Indian, Chinese",0,1,0,0,0
6598,Aundh,Casual Dining,51,2.8,750,"North Indian, Chinese",0,0,0,0,0
6599,Mundhwa,Casual Dining,43,2.7,600,"North Indian, Chinese, Fast Food",0,1,0,0,0
6600,Law College Road,Quick Bites,60,2.7,350,Fast Food,0,0,0,0,0
6601,Pune-Solapur Road,Casual Dining,31,3.3,750,"North Indian, Chinese, Italian, Continental, Thai",0,0,0,0,0
6602,Camp Area,Casual Dining,5,3.1,200,"North Indian, Fast Food",0,0,0,0,0
6603,Chinchwad,Casual Dining,10,3.3,600,"Malwani, North Indian, Chinese, Seafood",0,0,0,0,0
6604,Shivaji Nagar,Quick Bites,10,2.8,250,"Cafe, South Indian, North Indian",0,1,0,0,0
6605,Dhankawadi,Casual Dining,0,0.0,1000,"North Indian, Chinese, Seafood",0,0,0,0,0
6606,Camp Area,Casual Dining,12,3.4,700,"North Indian, Chinese",0,0,0,0,0
6607,Rasta Peth,Bar,12,3.3,550,"North Indian, Chinese, Maharashtrian",0,0,0,0,0
6608,Hadapsar,Casual Dining,19,3.1,900,"North Indian, Chinese, Mughlai",0,0,0,0,0
6609,Bhosari,Casual Dining,0,0.0,1000,"North Indian, Chinese",0,0,0,0,0
6610,Chinchwad,Casual Dining,13,3.3,600,"Maharashtrian, Seafood, North Indian",0,0,0,0,0
6611,Sinhgad Road,Quick Bites,16,2.9,300,"North Indian, Chinese",0,1,0,0,0
6612,Rasta Peth,Casual Dining,4,3.0,450,"North Indian, Chinese",0,0,0,0,0
6613,Vishrantwadi,Casual Dining,92,2.7,700,"North Indian, Chinese",0,0,0,0,0
6614,Deccan Gymkhana,Casual Dining,35,3.6,800,"North Indian, Chinese, Seafood",0,0,0,0,0
6615,Senapati Bapat Road,Quick Bites,9,3.0,150,Street Food,0,0,0,0,0
6616,Lohegaon,Casual Dining,6,3.1,450,"North Indian, Chinese",0,0,0,0,0
6617,Dhanori,Casual Dining,13,3.3,400,"North Indian, Chinese",0,0,0,0,0
6618,Hinjawadi,Lounge,62,3.6,1500,Finger Food,0,0,0,0,0
6619,Sinhgad Road,Quick Bites,9,2.8,500,"Chinese, Biryani",0,0,0,0,0
6620,Pimpri,Quick Bites,4,3.0,300,"Maharashtrian, North Indian",0,0,0,0,0
6621,Erandwane,Quick Bites,27,3.4,300,"Fast Food, Chinese, Italian",0,1,0,0,0
6622,Shivaji Nagar,Quick Bites,4,3.0,250,"Street Food, North Indian",0,0,0,0,0
6623,Shivaji Nagar,Quick Bites,4,3.0,250,"Street Food, North Indian",0,0,0,0,0
6624,Wagholi,Quick Bites,10,3.2,400,"Maharashtrian, North Indian, Chinese",0,0,0,0,0
6625,Dehu Road,Quick Bites,6,2.8,400,North Indian,0,0,0,0,0
6626,Koregaon Park,Lounge,37,3.4,2600,"Continental, Finger Food",0,0,0,0,0
6627,Chandan Nagar,"Casual Dining, Bar",22,3.1,1100,"North Indian, Chinese, Mughlai, Malwani, Seafood",0,0,0,0,0
6628,Deccan Gymkhana,Casual Dining,56,3.6,1300,"North Indian, Chinese, Continental",0,0,0,0,1
6629,Bavdhan,Casual Dining,15,2.8,500,"North Indian, Chinese",0,0,0,0,0
6630,Viman Nagar,Food Court,116,3.5,750,"North Indian, Mughlai",0,0,0,0,0
6631,Deccan Gymkhana,Casual Dining,67,3.7,1200,"North Indian, Asian, Continental, Salad",0,1,0,0,0
6632,Bund Garden Road,Casual Dining,11,3.0,500,"Chinese, North Indian, South Indian",0,0,0,0,0
6633,Bund Garden Road,Casual Dining,45,2.6,650,"North Indian, Chinese, Mughlai, Malwani, Seafood",0,0,0,0,0
6634,Kothrud,Casual Dining,18,2.9,450,"Chinese, North Indian",0,0,0,0,0
6635,Kothrud,"Bar, Casual Dining",21,2.6,850,"North Indian, Chinese, Malwani",0,0,0,0,0
6636,Narhe,Casual Dining,46,3.4,450,"North Indian, South Indian, Chinese, Street Food",0,1,0,0,0
6637,Karve Nagar,"Takeaway, Delivery",17,3.4,0,Street Food,0,1,0,0,0
6638,NIBM Road,"Bakery, Dessert Parlor",22,3.6,150,"Bakery, Desserts",0,1,0,0,0
6639,Hadapsar,Takeaway,5,3.0,0,Biryani,0,0,0,0,0
6640,Old Mumbai-Pune Highway,Dhaba,8,3.0,700,North Indian,0,0,0,0,0
6641,Chinchwad,Casual Dining,6,3.2,600,"North Indian, South Indian, Fast Food, Chinese",0,1,0,0,0
6642,Dehu Road,Casual Dining,14,3.3,400,"North Indian, South Indian, Chinese",0,1,0,0,1
6643,JM Road,Casual Dining,87,3.6,1200,"North Indian, Chinese, Continental",0,0,0,0,0
6644,Sadashiv Peth,Quick Bites,22,3.2,200,Street Food,0,1,0,0,0
6645,Bhosari,Quick Bites,24,3.3,600,"North Indian, Fast Food, Chinese",0,1,0,0,0
6646,Magarpatta,Quick Bites,68,3.5,300,"North Indian, Fast Food",0,1,0,0,0
6647,Shukrawar Peth,Casual Dining,22,3.3,1100,"North Indian, Chinese, Mughlai",0,0,0,0,0
6648,Katraj,Casual Dining,0,0.0,650,"North Indian, Chinese, Continental",0,0,0,0,0
6649,Rasta Peth,Delivery,10,3.1,0,Fast Food,0,1,0,0,0
6650,Mulshi Road,Quick Bites,0,0.0,450,"North Indian, Chinese, Mughlai",0,0,0,0,0
6651,Mulshi Road,Quick Bites,0,0.0,300,"North Indian, Chinese",0,0,0,0,0
6652,Dehu Road,"Casual Dining, Bar",0,0.0,350,"North Indian, Chinese, Mughlai",0,0,0,0,1
6653,Kalyani Nagar,Quick Bites,0,0.0,200,"Fast Food, Juices",0,1,0,0,0
6654,Pimpri,Casual Dining,33,3.5,400,Chinese,0,0,0,0,0
6655,Senapati Bapat Road,"Takeaway, Delivery",166,3.6,0,"North Indian, Italian",0,0,0,0,0
6656,Shivapur,Quick Bites,52,2.1,450,"Fast Food, South Indian, North Indian, Chinese",0,0,0,0,0
6657,Lonavala,Casual Dining,97,3.7,850,"North Indian, Chinese",0,0,0,0,0
6658,Akurdi,"Café, Dessert Parlor",31,3.3,300,"Cafe, Desserts",0,1,0,0,0
6659,Lohegaon,Quick Bites,14,2.8,300,"Biryani, Chinese",0,0,0,0,0
6660,Bhosari,Quick Bites,30,2.8,500,"North Indian, Chinese",0,0,0,0,0
6661,Viman Nagar,Quick Bites,38,3.3,300,"Street Food, Fast Food, South Indian",0,1,0,0,0
6662,Bhosari,Casual Dining,0,0.0,1000,"North Indian, Chinese",0,0,0,0,0
6663,Fatima Nagar,Quick Bites,59,3.2,400,"Chinese, North Indian",0,0,0,0,0
6664,Akurdi,Casual Dining,48,2.5,650,"Chinese, North Indian, Mughlai",0,0,0,0,0
6665,Kondhwa,Casual Dining,5,3.0,400,"North Indian, South Indian",0,1,0,0,0
6666,Kalyani Nagar,Casual Dining,15,3.3,1400,"Continental, Chinese, Thai, North Indian",0,0,0,0,0
6667,Sinhgad Road,Casual Dining,82,3.7,350,"North Indian, South Indian, Chinese, Fast Food",0,0,0,0,0
6668,Bavdhan,Casual Dining,26,3.3,400,"North Indian, Chinese, Biryani",0,0,0,0,0
6669,Wanowrie,"Café, Quick Bites",5,3.0,500,"Cafe, Fast Food, Desserts",0,1,0,0,0
6670,Satara Road,Casual Dining,4,3.0,900,"North Indian, Chinese",0,0,0,0,0
6671,Kalyani Nagar,Dessert Parlor,48,3.6,300,Desserts,0,1,0,0,0
6672,Mahalunge,Quick Bites,0,0.0,450,North Indian,0,0,0,0,0
6673,Sinhgad Road,Casual Dining,20,3.6,500,Maharashtrian,0,0,0,0,0
6674,Viman Nagar,Casual Dining,17,3.4,400,Seafood,0,0,0,0,0
6675,Dhankawadi,Quick Bites,15,3.3,500,Maharashtrian,0,0,0,0,0
6676,Kharadi,Quick Bites,37,3.3,300,Chinese,0,0,0,0,0
6677,Pimpri,Bakery,7,3.2,300,Bakery,0,0,0,0,0
6678,Shivapur,Quick Bites,0,0.0,600,"Maharashtrian, North Indian",0,0,0,0,0
6679,Sinhgad Road,Casual Dining,17,3.2,450,"Maharashtrian, North Indian",0,0,0,0,0
6680,Magarpatta,Quick Bites,0,0.0,300,Chinese,0,0,0,0,0
6681,Sinhgad Road,Casual Dining,6,2.9,600,"North Indian, Chinese",0,0,0,0,0
6682,Narhe,Quick Bites,6,3.2,200,"Fast Food, Ice Cream, Beverages",0,0,0,0,0
6683,Kharadi,Quick Bites,54,2.9,200,"North Indian, Fast Food",0,1,0,0,0
6684,Nigdi,Quick Bites,31,3.6,250,Fast Food,0,0,0,0,0
6685,Lavasa,Casual Dining,0,0.0,300,North Indian,0,0,0,0,0
6686,Kothrud Area,Food Truck,39,3.4,450,"North Indian, Chinese",0,0,0,0,0
6687,Wagholi,Delivery,0,0.0,0,North Indian,0,1,0,0,0
6688,Chinchwad,Dessert Parlor,7,3.0,400,Bakery,0,0,0,0,0
6689,Wadgaon Sheri,Quick Bites,0,0.0,300,"Street Food, Maharashtrian, Fast Food, North Indian, Bakery",0,0,0,0,0
6690,"Magarpatta, Pune Sholapur Rd",Delivery,0,0.0,0,"Rolls, North Indian, Street Food",0,0,0,0,0
6691,Fatima Nagar,Quick Bites,0,0.0,300,North Indian,0,0,0,0,0
6692,Ravet,Quick Bites,0,0.0,400,"North Indian, South Indian, Fast Food, Chinese",0,0,0,0,0
6693,Sinhgad Road,Quick Bites,0,0.0,400,South Indian,0,0,0,0,0
6694,Ravet,Quick Bites,0,0.0,300,"Maharashtrian, North Indian",0,0,0,0,0
6695,Kothrud,Delivery,0,0.0,0,Chinese,0,0,0,0,0
6696,Kothrud,"Takeaway, Delivery",0,0.0,0,"Fast Food, Momos",0,0,0,0,0
6697,Aundh,Delivery,0,0.0,0,"Burger, Fast Food",0,0,0,0,0
6698,Kothrud,"Takeaway, Delivery",0,0.0,0,"Fast Food, Momos",0,0,0,0,0
6699,Aundh,Delivery,0,0.0,0,"Burger, Fast Food",0,0,0,0,0
6700,Magarpatta,Café,74,3.8,300,Cafe,0,0,0,0,0
6701,Tilak Road,Quick Bites,38,3.8,200,"Maharashtrian, South Indian",0,1,0,0,0
6702,Kothrud,"Beverage Shop, Quick Bites",92,3.5,200,"Beverages, Fast Food",0,0,0,0,0
6703,"Magarpatta, Pune Sholapur Rd","Takeaway, Delivery",0,0.0,0,North Indian,0,0,0,0,0
6704,Warje,Casual Dining,12,3.2,800,"Chinese, North Indian, Seafood, Mughlai",0,0,0,0,0
6705,Bibvewadi,"Takeaway, Delivery",87,3.9,0,Italian,0,0,0,0,0
6706,Lonavala,Quick Bites,14,3.2,500,"North Indian, Chinese",0,0,0,0,0
6707,FC Road,Café,15,2.7,300,"Cafe, Fast Food",0,0,0,0,0
6708,Wagholi,"Takeaway, Delivery",22,3.4,0,"Healthy Food, North Indian",0,0,0,0,0
6709,Vishrantwadi,Quick Bites,4,2.9,200,"South Indian, Fast Food",0,0,0,0,0
6710,Pimple Nilakh,Quick Bites,7,3.1,200,North Indian,0,0,0,0,0
6711,Kharadi,Quick Bites,79,3.0,350,Rolls,0,0,0,0,0
6712,Bhosari,Casual Dining,9,3.0,500,"North Indian, Chinese, Maharashtrian",0,0,0,0,0
6713,Dhanori,Quick Bites,4,3.0,100,"South Indian, Street Food",0,0,0,0,0
6714,Ravet,Quick Bites,5,3.1,400,"Biryani, North Indian",0,0,0,0,0
6715,Parvati,Café,134,3.8,400,Cafe,0,1,0,0,0
6716,Dange Chowk,Casual Dining,60,2.7,500,"North Indian, Chinese",0,1,0,0,0
6717,Pimple Nilakh,"Takeaway, Delivery",47,3.5,0,"Fast Food, Chinese, Asian, Thai",0,0,0,0,0
6718,Bhosari,Bakery,0,0.0,300,"Bakery, Desserts",0,1,0,0,0
6719,Bhosari,Quick Bites,28,3.4,300,"Chinese, Kebab",0,0,0,0,0
6720,Pimple Saudagar,Quick Bites,31,3.7,450,"Continental, Lebanese, North Indian",0,0,0,0,0
6721,JM Road,"Café, Dessert Parlor",49,3.6,450,"Fast Food, Desserts",0,0,0,0,0
6722,Deccan & Peths,Delivery,0,0.0,0,Chinese,0,0,0,0,0
6723,Hinjawadi,Food Court,26,3.1,200,"Rolls, Kebab, Biryani",0,0,0,0,0
6724,Balewadi,Quick Bites,15,3.4,150,"Street Food, Fast Food",0,0,0,0,0
6725,Camp Area,Quick Bites,25,3.8,600,"North Indian, Chinese, Malwani",0,0,0,0,0
6726,Senapati Bapat Road,Casual Dining,80,3.9,150,South Indian,0,1,0,0,0
6727,Senapati Bapat Road,Casual Dining,80,3.9,150,South Indian,0,1,0,0,0
6728,Wanowrie Kondhwa Area,Delivery,0,0.0,0,Biryani,0,0,0,0,0
6729,Pimple Saudagar,"Takeaway, Delivery",95,3.6,0,"Biryani, Kebab, Maharashtrian, North Indian",0,0,0,0,0
6730,Dhankawadi,Quick Bites,20,3.3,400,"North Indian, Chinese, Street Food",0,1,0,0,0
6731,Bibvewadi,Casual Dining,4,3.0,600,"North Indian, Maharashtrian",0,0,0,0,0
6732,Kothrud,Delivery,0,0.0,0,"Asian, Thai, Chinese, North Indian, Desserts",0,0,0,0,0
6733,Kharadi,Quick Bites,20,3.2,500,"North Indian, Chinese, Kebab",0,1,0,0,0
6734,Bavdhan,Quick Bites,41,3.8,200,"Fast Food, Tea",0,0,0,0,0
6735,Bibvewadi,Café,148,3.8,600,"Cafe, Italian, Fast Food, Chinese",0,1,0,0,0
6736,Baner,"Takeaway, Delivery",42,2.9,0,Fast Food,0,0,0,0,0
6737,Swargate,Pub,471,4.0,1300,"American, North Indian, Finger Food",0,0,0,0,0
6738,Wadgaon Sheri,"Beverage Shop, Quick Bites",27,3.6,400,"Beverages, Fast Food",0,1,0,0,0
6739,Katraj,Quick Bites,0,0.0,300,Fast Food,0,0,0,0,0
6740,Lonavala,"Bar, Casual Dining",28,3.6,1500,"North Indian, Continental, Asian",0,0,0,0,0
6741,Hadapsar,Casual Dining,0,0.0,800,"North Indian, Chinese",0,0,0,0,0
6742,Senapati Bapat Road,"Takeaway, Delivery",51,2.6,0,"Fast Food, Biryani",0,0,0,0,0
6743,Sadashiv Peth,"Takeaway, Delivery",9,3.2,0,North Indian,0,1,0,0,0
6744,Kothrud,Quick Bites,0,0.0,500,Chinese,0,0,0,0,0
6745,NIBM Road,Casual Dining,54,3.3,500,"North Indian, Chinese, Street Food",0,1,0,0,0
6746,Sinhgad Road,"Takeaway, Delivery",22,3.3,0,Biryani,0,0,0,0,0
6747,NIBM Road,"Takeaway, Delivery",98,3.4,0,"Mughlai, Fast Food, Chinese",0,0,0,0,0
6748,Katraj,Quick Bites,68,3.5,250,"Burger, Continental, Biryani, North Indian, Beverages",0,0,0,0,0
6749,Hadapsar,Mess,7,3.0,400,"North Indian, South Indian, Bihari, Odia",0,0,0,0,0
6750,Hadapsar,Café,9,3.1,400,"Cafe, Pizza, Burger",0,0,0,0,0
6751,Hinjawadi,Quick Bites,22,3.5,300,Rolls,0,0,0,0,0
6752,Katraj,Quick Bites,5,2.9,400,"Biryani, Hyderabadi",0,0,0,0,0
6753,Kothrud,Delivery,0,0.0,0,"Burger, Sandwich, Fast Food",0,0,0,0,0
